Unnamed: 0,b_b_mm,h_b_mm,As_d,As_n,L_kr_m,q_ts_m,def,target
91261,325,370,16,1,3.0,0.62,0.233,1
91269,265,520,12,2,1.2,2.31,0.085,1
91270,300,550,16,3,4.8,1.71,0.372,1
91272,370,365,14,3,2.7,1.84,0.252,1
91274,365,465,12,3,4.8,1.39,0.615,1
91278,410,560,16,2,1.7999999999999998,1.48,0.064,1
91285,440,355,12,2,2.1,0.64,0.107,1
91292,215,530,12,3,3.3,2.36,0.438,1
91293,200,520,20,1,5.4,1.74,0.976,1
91296,325,555,12,2,4.5,1.6,0.767,1
91305,200,600,20,2,1.5,1.85,0.036,1
91308,205,410,18,2,2.7,2.1,0.245,1
91314,305,380,12,3,5.7,0.65,0.508,1
91317,455,500,14,1,3.6,1.67,0.837,1
91322,360,500,18,2,3.6,1.74,0.277,1
91327,445,490,12,2,1.5,1.25,0.076,1
91328,290,520,14,1,2.4,1.62,0.348,1
91331,315,375,12,3,5.1,1.48,0.939,1
91339,305,530,12,2,1.7999999999999998,2.28,0.184,1
91340,465,460,20,1,5.4,1.33,0.829,1
91346,145,380,12,3,2.1,1.64,0.184,1
91347,395,465,16,1,1.5,1.9,0.138,1
91358,195,425,12,1,2.4,1.07,0.386,1
91360,180,525,20,1,2.1,0.77,0.065,1
91371,355,470,12,3,4.5,1.86,0.715,1
91374,145,515,14,2,1.7999999999999998,2.11,0.136,1
91379,320,465,20,3,2.7,0.96,0.054,1
91387,210,370,16,2,3.6,2.11,0.604,1
91397,250,435,16,3,1.7999999999999998,1.48,0.06,1
91398,275,505,16,2,2.7,1.2,0.134,1
91400,315,415,18,3,1.2,0.75,0.011,1
91401,225,480,18,1,6.0,0.92,0.842,1
91406,255,475,18,3,3.0,0.54,0.045,1
91413,440,400,14,1,2.1,1.49,0.322,1
91414,295,540,18,3,5.1,2.17,0.44,1
91420,155,395,12,2,4.2,0.53,0.328,1
91430,460,440,18,3,3.3,0.51,0.053,1
91432,255,555,18,3,1.2,1.35,0.015,1
91433,290,460,14,1,1.7999999999999998,2.16,0.298,1
91435,325,460,18,1,2.1,0.81,0.094,1
91438,325,540,18,1,4.5,1.91,0.855,1
91444,210,385,14,1,3.6,0.75,0.505,1
91452,170,415,12,1,2.4,1.94,0.72,1
91460,360,385,14,1,1.2,2.29,0.169,1
91462,275,365,14,3,5.4,1.17,0.654,1
91466,220,590,18,1,3.3,1.17,0.259,1
91468,165,420,18,1,0.8999999999999999,1.66,0.04,1
91472,455,525,12,3,4.5,0.6,0.204,1
91473,210,440,16,2,3.0,2.29,0.373,1
91474,410,500,20,2,0.8999999999999999,1.33,0.011,1
91482,205,530,12,2,4.8,1.33,0.771,1
91487,170,460,14,2,5.4,0.91,0.59,1
91491,180,445,20,1,3.0,2.43,0.505,1
91500,425,460,20,1,4.8,0.99,0.489,1
91514,330,505,18,3,4.2,1.6,0.235,1
91517,410,560,16,3,4.5,2.07,0.381,1
91525,190,555,12,1,1.2,1.12,0.076,1
91528,480,560,16,3,3.3,0.53,0.052,1
91529,420,415,16,3,1.7999999999999998,2.4,0.098,1
91534,315,510,14,3,1.7999999999999998,2.01,0.085,1
91548,320,500,18,3,2.1,1.1,0.041,1
91550,195,460,20,3,4.5,1.15,0.195,1
91553,255,460,20,2,0.8999999999999999,1.56,0.014,1
91557,255,430,18,2,4.2,2.34,0.613,1
91561,365,600,18,2,3.3,2.46,0.269,1
91563,225,570,18,1,5.4,1.59,0.977,1
91567,470,500,12,3,5.4,1.68,0.864,1
91575,320,420,18,3,2.4,0.55,0.033,1
91583,180,415,18,1,1.5,1.09,0.074,1
91584,225,460,14,3,3.0,2.42,0.326,1
91586,445,575,20,2,3.0,2.04,0.157,1
91588,345,535,14,2,5.7,0.98,0.583,1
91603,270,395,16,1,3.3,1.94,0.824,1
91605,240,385,18,2,2.1,0.76,0.057,1
91610,380,420,12,1,3.0,0.91,0.514,1
91612,355,530,12,3,4.5,2.09,0.707,1
91617,415,535,20,1,5.4,1.71,0.907,1
91618,175,570,14,3,3.0,0.57,0.061,1
91620,265,460,18,1,2.7,2.15,0.415,1
91644,490,475,16,1,0.8999999999999999,1.39,0.036,1
91649,405,510,14,3,3.3,1.37,0.193,1
91655,310,445,16,3,1.5,1.07,0.029,1
91662,360,415,18,1,4.2,1.26,0.653,1
91663,400,570,18,2,5.7,1.79,0.615,1
91667,170,530,20,3,1.5,2.36,0.038,1
91675,285,565,14,3,3.0,1.92,0.203,1
91679,440,500,20,1,1.2,2.0,0.056,1
91684,335,545,20,2,4.8,0.53,0.113,1
91693,440,425,18,2,2.1,1.29,0.083,1
91695,180,490,12,3,4.2,1.96,0.648,1
91701,235,595,12,1,1.5,1.28,0.126,1
91706,265,375,20,2,4.2,0.6,0.154,1
91708,240,555,20,2,4.2,1.29,0.21,1
91724,290,395,20,3,3.3,1.87,0.193,1
91726,355,355,14,3,3.0,1.87,0.327,1
91731,490,495,16,2,1.7999999999999998,2.44,0.121,1
91732,470,480,14,3,3.9,0.66,0.138,1
91739,365,445,16,3,2.4,0.89,0.061,1
91740,170,415,14,1,1.7999999999999998,0.63,0.098,1
91744,350,555,16,3,2.4,2.27,0.121,1
91748,210,455,14,1,2.4,1.24,0.309,1
91765,360,445,16,1,1.2,1.91,0.094,1
91767,385,405,18,2,2.1,1.72,0.117,1
91777,405,565,16,3,3.9,2.02,0.277,1
91782,480,355,20,3,2.4,1.91,0.111,1
91783,370,510,14,2,1.5,1.6,0.069,1
91784,400,435,20,3,6.0,1.85,0.539,1
91785,185,470,12,2,2.1,0.58,0.074,1
91787,350,425,16,1,4.2,0.7,0.441,1
91788,185,585,20,3,3.6,2.39,0.194,1
91792,290,370,14,1,5.4,0.54,0.846,1
91798,345,565,20,3,4.5,0.59,0.072,1
91805,185,420,14,3,4.5,1.92,0.657,1
91810,275,595,12,2,4.5,1.58,0.706,1
91816,495,360,12,2,3.0,2.4,0.804,1
91823,375,550,16,2,4.5,2.48,0.691,1
91825,435,550,20,1,3.0,2.32,0.368,1
91836,340,495,12,3,3.3,0.58,0.114,1
91837,315,480,12,1,3.6,0.7,0.495,1
91839,455,430,20,3,5.4,2.43,0.575,1
91840,185,415,16,1,3.6,1.9,0.922,1
91843,200,575,18,2,1.7999999999999998,2.11,0.074,1
91851,375,565,18,2,4.5,1.63,0.353,1
91859,235,365,18,2,5.1,0.81,0.382,1
91894,280,585,16,3,4.5,2.48,0.444,1
91907,365,390,12,3,2.4,1.38,0.185,1
91913,215,560,18,1,3.3,0.67,0.157,1
91921,370,590,12,2,3.9,2.26,0.762,1
91923,335,555,16,2,5.1,2.39,0.85,1
91926,480,490,16,1,3.0,2.23,0.612,1
91929,245,465,12,2,4.5,0.66,0.385,1
91932,395,480,18,2,4.8,1.3,0.383,1
91936,450,440,14,3,3.0,0.63,0.086,1
91967,385,405,18,2,4.5,1.58,0.495,1
91969,240,485,18,1,2.1,0.57,0.063,1
91976,150,435,16,2,1.5,1.3,0.055,1
91977,375,395,18,2,1.7999999999999998,1.35,0.07,1
91985,265,465,18,3,3.0,1.11,0.094,1
91991,220,460,20,2,2.1,1.64,0.084,1
91993,415,470,14,2,5.1,1.66,0.903,1
91997,455,530,12,1,3.3,1.01,0.54,1
91999,285,455,18,1,3.6,1.15,0.398,1
92022,160,585,12,3,2.1,2.03,0.139,1
92025,140,380,16,3,2.7,0.55,0.064,1
92028,220,510,20,3,5.1,1.55,0.29,1
92029,360,540,20,3,5.4,1.55,0.287,1
92030,425,505,20,1,5.1,0.91,0.458,1
92042,160,510,12,3,0.8999999999999999,2.06,0.03,1
92046,320,545,12,3,3.0,0.91,0.133,1
92048,170,580,16,3,0.8999999999999999,1.71,0.013,1
92055,350,525,18,1,6.0,1.12,0.917,1
92058,395,360,18,3,3.3,1.33,0.176,1
92060,435,485,16,2,4.5,1.37,0.435,1
92064,395,500,16,3,5.4,1.36,0.409,1
92076,385,520,20,3,1.7999999999999998,1.69,0.036,1
92077,440,490,14,3,2.7,1.51,0.148,1
92084,465,430,12,2,1.2,0.93,0.041,1
92087,430,565,14,1,2.7,2.18,0.541,1
92090,320,570,12,3,2.4,0.93,0.083,1
92105,200,365,12,2,2.1,1.33,0.222,1
92106,200,385,18,2,2.7,1.88,0.237,1
92110,270,595,18,3,1.5,2.11,0.033,1
92112,495,420,14,2,3.9,1.06,0.379,1
92113,450,370,12,1,0.8999999999999999,1.19,0.069,1
92121,285,475,16,3,2.4,1.28,0.082,1
92128,220,440,20,3,1.2,2.46,0.031,1
92135,215,360,20,3,4.5,1.61,0.369,1
92139,210,510,14,2,3.9,1.37,0.409,1
92140,215,440,18,3,1.2,0.97,0.014,1
92144,400,425,16,3,3.0,1.49,0.166,1
92146,445,530,16,3,5.1,1.08,0.27,1
92150,410,425,14,3,5.1,1.73,0.71,1
92154,155,475,12,3,4.2,0.56,0.194,1
92158,290,590,18,2,6.0,0.99,0.368,1
92161,480,380,12,2,2.7,0.73,0.187,1
92168,445,455,20,1,5.1,1.03,0.58,1
92178,240,445,12,1,2.1,2.05,0.537,1
92189,455,480,16,3,3.3,1.37,0.16,1
92195,415,590,18,2,2.7,2.31,0.171,1
92196,245,565,20,2,3.6,2.11,0.247,1
92198,305,555,20,2,6.0,0.69,0.226,1
92201,305,480,18,2,4.5,1.48,0.388,1
92216,175,600,14,1,1.7999999999999998,1.19,0.125,1
92228,350,360,20,1,3.0,2.41,0.615,1
92231,450,460,14,2,2.4,1.58,0.195,1
92244,345,435,20,3,1.2,2.21,0.026,1
92245,155,395,14,2,2.7,1.72,0.334,1
92249,485,505,20,3,3.6,0.99,0.086,1
92256,250,530,14,1,4.2,0.59,0.382,1
92257,230,380,12,3,3.0,0.67,0.148,1
92259,270,495,18,3,3.9,2.06,0.272,1
92269,235,455,14,2,3.9,0.86,0.289,1
92282,280,370,16,1,2.1,0.58,0.107,1
92288,395,415,16,3,3.6,0.68,0.112,1
92304,305,475,16,3,4.2,1.15,0.225,1
92309,155,530,12,3,1.7999999999999998,1.29,0.072,1
92310,240,460,16,3,1.2,1.06,0.018,1
92320,200,570,14,1,3.0,1.5,0.46,1
92324,425,510,12,3,5.1,0.6,0.27,1
92325,395,555,16,1,5.7,0.63,0.549,1
92341,315,380,12,3,2.7,1.19,0.208,1
92360,180,505,12,2,1.5,0.8,0.048,1
92368,465,395,12,3,2.7,1.56,0.258,1
92377,445,535,20,2,5.7,1.95,0.588,1
92378,150,570,14,3,2.1,2.24,0.12,1
92390,235,470,20,3,2.4,0.62,0.028,1
92392,495,370,16,2,6.0,0.62,0.469,1
92398,275,585,14,2,3.0,1.01,0.152,1
92401,260,460,18,2,0.8999999999999999,2.23,0.025,1
92402,365,425,18,1,3.9,1.38,0.6,1
92407,185,480,14,3,3.3,0.6,0.095,1
92411,310,440,18,2,3.9,0.86,0.187,1
92416,210,375,16,3,1.2,2.32,0.051,1
92423,360,490,16,2,0.8999999999999999,1.6,0.02,1
92425,390,415,20,3,4.2,1.0,0.151,1
92430,175,470,12,1,0.8999999999999999,0.8,0.037,1
92436,260,410,20,1,5.1,1.18,0.761,1
92442,270,550,16,2,4.8,2.24,0.719,1
92445,335,575,16,3,3.0,1.12,0.09,1
92449,250,445,20,3,4.5,2.13,0.36,1
92452,240,355,16,1,2.1,1.17,0.227,1
92454,200,450,12,3,4.5,2.08,0.861,1
92456,150,540,18,2,4.2,2.37,0.501,1
92458,270,565,20,1,3.0,2.26,0.353,1
92463,205,365,16,2,1.2,0.53,0.017,1
92467,445,485,20,3,5.1,0.75,0.138,1
92475,305,380,12,3,3.0,1.61,0.349,1
92487,425,470,20,1,3.6,0.77,0.209,1
92490,450,380,18,3,2.7,2.27,0.187,1
92491,305,455,12,3,1.2,1.67,0.048,1
92496,305,530,14,1,3.0,1.17,0.385,1
92498,320,470,12,3,2.1,2.12,0.178,1
92500,295,490,12,3,2.7,2.08,0.277,1
92502,365,370,20,2,3.3,1.46,0.227,1
92512,440,435,14,2,2.1,2.32,0.232,1
92515,220,480,16,1,3.6,1.24,0.51,1
92517,170,550,18,1,4.5,2.2,0.987,1
92528,485,595,12,3,2.1,1.95,0.126,1
92535,440,460,20,3,4.8,1.6,0.277,1
92537,390,510,20,1,2.7,0.73,0.102,1
92538,235,455,14,2,2.4,1.07,0.136,1
92545,355,530,18,3,2.4,2.11,0.095,1
92553,390,455,14,3,5.4,1.93,0.826,1
92559,295,375,12,1,1.2,1.1,0.112,1
92561,345,555,18,3,3.6,1.6,0.155,1
92578,365,365,18,2,1.2,1.59,0.04,1
92584,280,405,16,2,3.3,1.61,0.342,1
92592,420,405,18,1,4.8,1.1,0.761,1
92601,185,600,20,3,4.2,0.52,0.056,1
92604,155,570,14,3,4.8,1.71,0.477,1
92618,300,555,14,2,4.2,1.98,0.617,1
92636,315,560,12,2,2.7,2.37,0.406,1
92639,210,490,18,2,1.2,1.08,0.02,1
92644,160,380,20,2,2.7,0.86,0.097,1
92647,445,465,18,3,5.7,2.24,0.652,1
92654,270,445,20,3,5.1,0.61,0.131,1
92658,440,490,12,2,4.5,0.98,0.533,1
92662,455,400,14,2,5.1,0.57,0.368,1
92663,435,465,18,3,4.2,1.98,0.313,1
92667,470,580,18,2,3.0,2.44,0.227,1
92668,305,550,20,3,2.7,0.75,0.035,1
92672,400,485,12,1,1.2,2.14,0.166,1
92680,490,480,12,3,1.7999999999999998,0.99,0.059,1
92684,400,420,12,3,2.1,0.68,0.064,1
92689,335,470,14,1,1.5,1.55,0.145,1
92705,270,425,14,2,3.0,2.11,0.45,1
92708,440,385,14,2,3.3,0.69,0.195,1
92712,185,440,14,2,1.2,1.51,0.051,1
92713,325,385,14,2,1.7999999999999998,2.32,0.197,1
92719,245,475,16,3,3.0,0.95,0.097,1
92720,225,465,18,1,3.6,1.04,0.355,1
92724,265,420,14,3,1.7999999999999998,0.71,0.038,1
92725,345,365,14,2,2.1,0.65,0.079,1
92729,245,580,20,3,2.1,0.91,0.024,1
92732,170,545,20,3,3.9,1.67,0.176,1
92738,280,355,20,3,0.8999999999999999,0.88,0.008,1
92745,465,440,20,2,1.7999999999999998,2.36,0.088,1
92760,420,600,18,2,4.5,2.16,0.437,1
92761,255,390,20,2,5.1,1.34,0.484,1
92765,450,410,14,2,4.2,2.21,0.943,1
92766,285,445,20,2,4.8,2.11,0.571,1
92769,210,585,20,3,4.8,2.22,0.314,1
92771,220,590,12,3,6.0,0.65,0.354,1
92777,275,560,16,1,1.2,1.39,0.053,1
92785,175,365,12,2,2.4,1.28,0.281,1
92792,140,600,12,3,1.7999999999999998,1.51,0.075,1
92802,490,565,20,1,1.7999999999999998,1.72,0.095,1
92803,480,360,16,1,1.5,2.05,0.196,1
92804,400,560,18,1,3.0,1.06,0.202,1
92805,460,490,18,1,5.4,0.98,0.697,1
92813,340,530,12,1,1.2,0.69,0.049,1
92817,380,415,18,3,5.7,2.39,0.802,1
92835,215,575,12,2,2.4,1.18,0.157,1
92836,170,505,12,2,3.9,1.05,0.426,1
92838,400,525,14,3,5.1,1.06,0.346,1
92849,280,510,18,2,4.8,0.86,0.241,1
92850,180,425,12,3,2.7,1.36,0.218,1
92866,465,565,16,3,1.5,1.09,0.022,1
92878,465,475,18,2,5.1,0.66,0.22,1
92886,495,530,20,1,1.7999999999999998,2.22,0.132,1
92888,240,460,14,1,2.7,1.84,0.573,1
92892,170,565,14,2,5.4,1.09,0.563,1
92898,255,585,20,1,5.7,1.28,0.696,1
92900,240,600,12,3,2.4,1.28,0.109,1
92904,345,365,20,3,4.5,1.09,0.225,1
92914,370,495,14,2,2.7,1.96,0.284,1
92924,250,395,12,3,2.7,0.63,0.107,1
92931,370,510,20,1,2.1,1.38,0.117,1
92933,280,420,14,3,1.2,1.89,0.044,1
92941,350,505,18,3,4.8,1.56,0.298,1
92946,440,420,14,3,1.7999999999999998,1.84,0.095,1
92958,285,585,20,1,3.0,1.49,0.224,1
92961,490,480,18,2,3.6,2.14,0.351,1
92974,440,530,20,2,4.5,2.28,0.433,1
92975,435,435,18,2,1.7999999999999998,1.02,0.047,1
92978,270,505,14,1,1.7999999999999998,0.74,0.092,1
92980,345,535,18,2,4.2,2.39,0.481,1
92981,265,465,16,3,5.7,1.9,0.709,1
92984,155,410,12,3,3.9,1.03,0.363,1
92988,395,570,18,2,0.8999999999999999,1.13,0.01,1
92991,195,590,18,1,3.9,2.38,0.738,1
93006,325,465,14,2,4.5,1.98,0.855,1
93007,430,365,14,1,1.7999999999999998,1.55,0.272,1
93016,480,435,16,3,3.6,2.33,0.36,1
93018,235,560,16,2,1.7999999999999998,1.88,0.084,1
93030,185,370,14,3,1.7999999999999998,1.32,0.084,1
93031,365,375,20,3,1.5,1.14,0.025,1
93034,295,490,14,3,4.2,1.25,0.302,1
93036,380,550,12,3,1.7999999999999998,1.13,0.059,1
93037,440,505,14,1,2.1,1.7,0.287,1
93040,220,370,20,3,6.0,0.93,0.363,1
93044,235,365,16,1,3.0,1.14,0.438,1
93053,335,490,18,1,5.4,0.58,0.415,1
93072,460,450,18,1,2.7,1.61,0.314,1
93075,370,380,16,2,4.8,1.32,0.628,1
93076,470,540,18,1,3.0,2.46,0.486,1
93077,280,565,18,1,1.2,0.56,0.017,1
93085,220,400,14,1,2.1,1.9,0.416,1
93091,370,560,20,1,3.9,1.26,0.333,1
93095,170,380,16,2,4.8,0.72,0.363,1
93096,485,365,12,3,2.1,0.99,0.108,1
93099,470,370,12,2,1.2,1.99,0.104,1
93101,485,355,16,2,2.4,2.07,0.262,1
93111,445,465,20,3,2.4,2.1,0.09,1
93113,140,560,12,2,2.4,2.44,0.338,1
93118,305,430,18,1,1.5,1.49,0.095,1
93122,365,590,20,2,2.1,2.03,0.075,1
93125,430,405,20,1,1.5,2.2,0.122,1
93133,485,410,20,3,5.1,0.65,0.144,1
93135,290,480,16,3,3.0,0.6,0.059,1
93148,305,535,16,2,3.9,2.28,0.495,1
93149,255,510,20,3,2.1,1.82,0.057,1
93150,255,590,12,2,3.9,0.94,0.319,1
93151,385,475,20,2,2.7,1.55,0.121,1
93153,470,505,14,1,2.1,2.35,0.396,1
93162,230,530,16,2,5.7,1.37,0.651,1
93167,480,600,20,1,3.3,0.72,0.126,1
93172,305,600,20,1,3.3,1.54,0.271,1
93173,180,590,20,2,3.3,1.85,0.178,1
93174,470,370,14,3,1.5,0.92,0.038,1
93175,195,375,14,3,4.5,1.27,0.493,1
93182,480,500,20,3,4.2,0.63,0.075,1
93186,415,500,18,2,5.1,1.06,0.336,1
93193,150,500,20,1,2.4,1.37,0.161,1
93200,450,370,20,2,2.1,1.35,0.084,1
93206,410,590,20,3,3.9,0.85,0.074,1
93225,355,465,16,1,3.6,0.93,0.391,1
93233,225,355,14,2,1.2,1.86,0.078,1
93239,375,440,18,1,3.3,1.51,0.452,1
93243,375,580,18,3,3.6,0.79,0.072,1
93245,300,455,20,1,3.6,0.57,0.162,1
93254,165,485,18,1,0.8999999999999999,0.64,0.013,1
93261,325,405,16,2,2.4,0.82,0.091,1
93273,380,385,18,3,5.4,2.33,0.766,1
93275,250,490,14,2,4.5,1.12,0.461,1
93277,455,445,14,3,1.5,0.68,0.023,1
93280,395,420,20,3,4.2,1.85,0.276,1
93289,230,430,14,3,5.7,1.43,0.749,1
93291,325,590,14,2,5.1,2.01,0.863,1
93303,485,475,12,2,5.1,0.96,0.692,1
93304,290,450,18,3,4.2,1.31,0.223,1
93305,475,490,18,1,4.2,1.71,0.735,1
93306,465,585,20,2,4.2,0.55,0.081,1
93321,265,565,14,1,3.6,2.02,0.896,1
93323,145,505,12,2,5.7,0.73,0.638,1
93327,150,550,18,2,4.2,1.86,0.385,1
93328,425,365,14,3,3.3,1.12,0.227,1
93342,335,480,20,2,2.1,1.89,0.089,1
93343,485,440,12,2,1.7999999999999998,1.77,0.172,1
93345,175,490,14,3,3.3,2.07,0.321,1
93348,485,580,14,3,1.5,2.38,0.06,1
93349,260,545,20,2,3.0,1.08,0.091,1
93350,415,455,20,3,2.7,1.16,0.065,1
93351,340,410,18,2,4.2,1.29,0.35,1
93357,345,435,14,3,2.4,1.96,0.175,1
93363,240,505,16,1,3.6,1.48,0.575,1
93369,465,530,12,3,3.9,0.98,0.247,1
93372,455,580,18,2,3.6,1.44,0.193,1
93375,175,445,18,2,5.4,1.81,0.781,1
93385,345,505,12,3,3.3,0.85,0.163,1
93392,325,470,18,2,4.2,2.03,0.473,1
93402,220,510,18,1,1.7999999999999998,1.52,0.117,1
93407,165,385,16,3,4.8,1.98,0.697,1
93422,400,365,18,3,5.7,1.59,0.617,1
93428,175,455,16,3,1.7999999999999998,1.18,0.047,1
93433,145,600,18,1,2.1,0.56,0.05,1
93444,360,410,14,3,1.7999999999999998,1.56,0.084,1
93447,280,515,16,3,1.7999999999999998,2.48,0.082,1
93457,195,435,14,2,2.7,1.3,0.222,1
93458,145,535,16,1,1.7999999999999998,0.93,0.086,1
93459,310,450,14,3,2.7,1.02,0.112,1
93463,415,440,20,3,4.2,0.56,0.079,1
93477,390,480,12,2,3.6,1.05,0.374,1
93478,465,450,14,3,2.4,0.98,0.083,1
93481,190,565,14,3,1.5,1.9,0.051,1
93482,305,510,18,2,3.9,1.05,0.193,1
93486,480,505,16,3,3.9,2.21,0.34,1
93489,345,585,14,1,3.3,0.89,0.319,1
93496,400,450,18,3,1.5,2.36,0.05,1
93498,340,395,14,2,5.7,0.67,0.553,1
93506,280,435,16,2,4.2,1.02,0.324,1
93511,175,480,20,2,5.4,0.61,0.202,1
93518,240,590,18,3,3.3,2.19,0.171,1
93522,395,415,14,1,1.7999999999999998,1.64,0.251,1
93523,270,360,16,2,1.5,1.59,0.08,1
93524,300,460,20,2,2.4,1.29,0.084,1
93534,170,540,20,2,2.7,1.08,0.078,1
93544,450,525,16,1,0.8999999999999999,0.67,0.015,1
93545,145,395,16,2,6.0,0.6,0.46,1
93550,235,555,12,3,5.1,1.02,0.428,1
93552,445,460,12,3,1.7999999999999998,0.73,0.046,1
93553,465,570,14,2,3.6,1.57,0.346,1
93554,385,370,16,3,4.8,0.65,0.217,1
93557,350,460,18,3,2.1,2.16,0.088,1
93558,310,395,20,3,4.5,2.08,0.395,1
93574,350,570,20,2,4.5,1.66,0.294,1
93575,290,440,18,1,3.6,1.4,0.503,1
93585,335,590,12,1,1.7999999999999998,0.66,0.094,1
93589,325,390,18,2,1.7999999999999998,0.55,0.029,1
93599,410,440,12,2,2.7,1.87,0.411,1
93609,160,415,20,1,2.1,0.53,0.059,1
93614,335,590,16,3,5.7,0.75,0.211,1
93616,205,455,18,3,2.7,0.62,0.045,1
93628,490,430,18,3,2.4,0.93,0.052,1
93629,185,565,14,2,5.1,0.82,0.376,1
93632,365,525,12,2,3.0,1.3,0.293,1
93634,160,515,16,2,2.4,2.38,0.212,1
93635,290,545,18,1,3.6,1.16,0.33,1
93665,295,380,18,2,3.3,2.4,0.443,1
93677,475,575,18,1,5.1,0.7,0.374,1
93680,350,600,12,1,2.1,0.77,0.147,1
93695,470,390,20,2,4.2,0.79,0.184,1
93696,205,505,12,2,1.2,1.85,0.071,1
93708,330,440,12,1,1.5,1.71,0.23,1
93710,460,510,16,2,2.7,2.26,0.244,1
93719,320,365,16,3,2.4,2.03,0.175,1
93720,350,430,16,1,1.2,2.36,0.12,1
93721,445,460,12,2,5.1,0.93,0.694,1
93729,480,425,14,1,2.4,0.93,0.246,1
93736,260,460,16,2,3.0,1.03,0.158,1
93739,390,400,12,3,5.4,1.11,0.729,1
93742,200,465,16,2,2.7,0.62,0.077,1
93744,150,585,18,3,2.1,1.1,0.037,1
93745,380,595,12,2,1.5,0.9,0.044,1
93751,350,590,18,1,3.9,2.45,0.748,1
93752,350,555,20,3,2.4,2.4,0.085,1
93756,250,470,20,2,2.4,0.99,0.064,1
93759,330,530,14,2,4.5,1.21,0.454,1
93768,390,425,20,2,5.1,2.45,0.771,1
93778,475,365,16,3,2.4,0.7,0.059,1
93787,385,560,18,2,5.1,1.75,0.492,1
93793,200,575,12,3,2.1,1.95,0.134,1
93799,395,585,18,3,4.2,1.73,0.213,1
93803,375,485,12,3,3.3,2.04,0.407,1
93806,210,395,18,2,3.0,1.28,0.192,1
93809,170,535,16,3,2.4,0.53,0.031,1
93815,245,355,18,1,4.5,1.09,0.783,1
93818,415,515,14,2,2.4,1.27,0.139,1
93822,320,560,14,3,1.5,1.67,0.044,1
93827,200,430,14,2,3.6,2.17,0.667,1
93833,150,480,16,3,2.7,1.67,0.144,1
93837,210,450,12,1,1.7999999999999998,2.03,0.387,1
93847,180,455,20,2,3.0,1.86,0.202,1
93855,385,460,14,3,2.1,1.67,0.107,1
93856,150,515,12,3,2.4,0.92,0.095,1
93866,185,430,14,2,5.7,0.89,0.69,1
93876,410,410,18,3,1.7999999999999998,1.88,0.063,1
93886,175,445,20,2,3.0,1.5,0.168,1
93887,150,560,12,2,4.2,0.53,0.225,1
93890,270,450,14,3,5.7,1.38,0.679,1
93893,340,570,20,1,2.1,2.05,0.154,1
93897,425,565,20,1,5.7,0.55,0.306,1
93900,415,555,20,1,1.2,2.34,0.059,1
93903,160,450,12,3,2.4,0.68,0.081,1
93907,260,370,20,2,4.8,1.39,0.473,1
93915,300,590,16,1,3.0,0.68,0.154,1
93917,195,380,18,1,1.2,1.6,0.077,1
93921,300,525,16,3,1.5,2.37,0.053,1
93923,190,485,18,2,4.8,2.42,0.74,1
93927,325,510,16,1,3.0,2.45,0.649,1
93942,410,400,18,3,3.3,1.12,0.131,1
93944,260,560,20,3,1.5,0.58,0.008,1
93946,480,590,18,1,5.4,0.64,0.373,1
93948,465,530,14,1,5.4,0.66,0.7,1
93951,415,410,16,2,3.6,0.91,0.223,1
93955,385,430,20,1,5.4,0.52,0.351,1
93959,220,480,20,1,1.2,0.57,0.017,1
93974,430,450,18,3,2.7,1.62,0.11,1
93975,190,590,20,2,5.4,1.09,0.28,1
93988,325,570,14,2,0.8999999999999999,1.27,0.018,1
93994,320,595,12,3,1.2,0.79,0.017,1
93995,455,480,20,2,0.8999999999999999,0.56,0.005,1
93996,290,450,16,2,2.7,2.1,0.265,1
93997,425,500,16,3,1.2,1.82,0.027,1
94003,250,400,18,2,4.2,2.28,0.651,1
94006,370,500,14,3,6.0,1.45,0.693,1
94011,365,540,18,2,3.0,2.02,0.205,1
94012,275,540,18,3,4.2,1.66,0.229,1
94013,460,395,20,1,1.7999999999999998,1.93,0.158,1
94017,485,480,20,3,2.4,1.03,0.042,1
94021,385,550,12,2,2.7,2.39,0.415,1
94032,410,555,12,3,5.4,0.74,0.342,1
94034,165,585,20,1,3.6,1.18,0.261,1
94039,350,570,12,3,6.0,1.45,0.807,1
94043,265,380,12,3,5.7,0.85,0.67,1
94047,430,460,20,1,4.8,0.6,0.296,1
94048,385,560,20,2,1.2,1.0,0.013,1
94069,270,465,18,3,1.5,1.3,0.027,1
94072,350,440,18,3,1.7999999999999998,0.62,0.02,1
94079,435,495,12,3,3.3,1.45,0.282,1
94083,185,505,12,1,2.4,1.99,0.598,1
94099,475,385,14,1,2.4,0.84,0.247,1
94101,470,425,14,1,1.5,0.94,0.097,1
94113,475,505,12,3,5.7,1.25,0.709,1
94121,145,425,20,2,3.6,2.37,0.418,1
94131,160,475,16,2,2.1,0.75,0.056,1
94138,470,370,16,2,1.2,2.12,0.064,1
94148,370,485,20,1,4.2,2.35,0.842,1
94150,390,420,12,3,3.0,1.79,0.344,1
94152,395,580,16,3,2.4,2.01,0.102,1
94155,290,480,12,2,1.5,1.45,0.09,1
94156,170,450,18,2,4.8,2.06,0.696,1
94157,150,570,16,2,3.0,1.84,0.23,1
94167,170,535,16,1,0.8999999999999999,2.24,0.052,1
94169,240,560,16,1,1.2,1.02,0.039,1
94176,445,530,18,3,1.2,1.0,0.011,1
